"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00875","968","1","1",".TAU_application"
"100.0","0.161","968","1","70.375","MG_MPI"
"66.6","644","644","1","0","MPI_Finalize()"
"32.5","314","314","1","0","MPI_Init()"
"0.6","0.427","5","158","2844","COMM3"
"0.6","0.0955","5","11","231","MG3P"
"0.3","0.438","3","948","948","TAKE3"
"0.3","0.394","2","57","57","RESID"
"0.3","2","2","948","0","MPI_Wait()"
"0.2","0.205","2","55","55","PSINV"
"0.1","0.0897","1","44","44","RPRJ3"
"0.1","0.244","1","2","1427","ZRAN3"
"0.1","0.429","1","948","948","GIVE3"
"0.1","0.822","0.822","948","0","MPI_Send()"
"0.1","0.492","0.816","948","948","READY"
"0.1","0.609","0.609","7","0","MPI_Bcast()"
"0.1","0.55","0.55","6","0","MPI_Barrier()"
"0.1","0.49","0.49","88","0","MPI_Allreduce()"
"0.0","0.324","0.324","948","0","MPI_Irecv()"
"0.0","0.116","0.123","44","44","INTERP"
"0.0","0.0276","0.107","4","8","NORM2U3"
"0.0","0.0991","0.0991","48","0","ZERO3"
"0.0","0.0927","0.0927","512","0","VRANLC"
"0.0","0.0867","0.0867","608.25","0","RANDLC"
"0.0","0.0529","0.0529","0.125","0","CHECK_TIMER_FLAG"
"0.0","0.047","0.047","275","0","BUBBLE"
"0.0","0.0295","0.0304","1","2","GET_ACTIVE_NPROCS"
"0.0","0.013","0.0221","6","62.25","POWER"
"0.0","0.0215","0.0215","0.125","0","PRINT_RESULTS"
"0.0","0.0196","0.0196","1","0","ALLOC_SPACE"
"0.0","0.0154","0.0154","2","0","TIMER_START"
"0.0","0.01","0.01","1","0","MPI_Reduce()"
"0.0","0.00725","0.00725","44","0","COMM3_EX"
"0.0","0.0045","0.0045","2","0","SETUP"
"0.0","0.0025","0.0025","17","0","TIMER_CLEAR"
"0.0","0.00112","0.00112","2","0","TIMER_STOP"
"0.0","0.0005","0.0005","1","0","MPI_Comm_rank()"
"0.0","0.000375","0.000375","1","0","MPI_Comm_size()"
"0.0","0.00025","0.00025","1.125","0","TIMER_READ"
