"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00731","966","1","1",".TAU_application"
"100.0","0.156","966","1","90.0938","MG_MPI"
"62.3","601","601","1","0","MPI_Finalize()"
"35.3","341","341","1","0","MPI_Init()"
"1.8","0.184","16","21","546","MG3P"
"1.6","0.881","15","361","5962.5","COMM3"
"0.9","9","9","2019","0","MPI_Wait()"
"0.9","0.948","9","1977","1977","TAKE3"
"0.8","1","7","128","128","RESID"
"0.5","0.696","5","126","126","PSINV"
"0.5","0.306","4","105","105","RPRJ3"
"0.3","2","2","2019","2019","READY"
"0.3","0.951","2","1977","1977","GIVE3"
"0.2","0.263","2","2","1455.44","ZRAN3"
"0.2","1","1","2019","0","MPI_Send()"
"0.2","0.327","1","105","105","INTERP"
"0.1","0.041","1","105","126","COMM3_EX"
"0.1","0.0161","1","42","42","TAKE3_EX"
"0.1","0.956","0.956","88","0","MPI_Allreduce()"
"0.1","0.844","0.844","6","0","MPI_Barrier()"
"0.1","0.799","0.799","7","0","MPI_Bcast()"
"0.1","0.7","0.7","2019","0","MPI_Irecv()"
"0.0","0.205","0.205","140.5","0","ZERO3"
"0.0","0.0517","0.199","4","8","NORM2U3"
"0.0","0.104","0.104","512","0","VRANLC"
"0.0","0.0926","0.0926","626.25","0","RANDLC"
"0.0","0.0536","0.0536","303.438","0","BUBBLE"
"0.0","0.0177","0.0419","42","42","GIVE3_EX"
"0.0","0.0265","0.0273","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0143","0.0263","6","80.25","POWER"
"0.0","0.021","0.021","1","0","ALLOC_SPACE"
"0.0","0.0146","0.0146","0.03125","0","CHECK_TIMER_FLAG"
"0.0","0.0122","0.0122","1","0","MPI_Reduce()"
"0.0","0.00797","0.00797","2","0","TIMER_START"
"0.0","0.00734","0.00734","2","0","SETUP"
"0.0","0.00531","0.00531","0.03125","0","PRINT_RESULTS"
"0.0","0.00291","0.00291","17","0","TIMER_CLEAR"
"0.0","0.00131","0.00131","2","0","TIMER_STOP"
"0.0","0.000531","0.000531","1","0","MPI_Comm_size()"
"0.0","0.000281","0.000281","1","0","MPI_Comm_rank()"
"0.0","0.000156","0.000156","1.03125","0","TIMER_READ"
