"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.0281","6,458","1","1",".TAU_application"
"100.0","0.264","6,458","1","150.006","MG_MPI"
"86.9","5,613","5,613","1","0","MPI_Init()"
"12.2","785","785","1","0","MPI_Finalize()"
"0.7","0.557","46","51","1581","MG3P"
"0.6","2","38","1024","14449.2","COMM3"
"0.5","30","30","4967.81","0","MPI_Wait()"
"0.4","2","25","4738.31","4738.31","TAKE3"
"0.3","1","17","359","359","RESID"
"0.2","1","13","357","357","PSINV"
"0.2","0.475","10","306","306","RPRJ3"
"0.1","0.616","9","306","306","INTERP"
"0.1","0.182","8","306","688.5","COMM3_EX"
"0.1","0.0976","7","229.5","229.5","TAKE3_EX"
"0.1","2","6","4738.31","4738.31","GIVE3"
"0.1","4","4","4967.81","0","MPI_Send()"
"0.1","2","4","4967.81","4967.81","READY"
"0.1","0.392","4","2","1430.78","ZRAN3"
"0.0","2","2","6","0","MPI_Barrier()"
"0.0","2","2","88","0","MPI_Allreduce()"
"0.0","1","1","4967.81","0","MPI_Irecv()"
"0.0","0.837","0.837","7","0","MPI_Bcast()"
"0.0","0.0972","0.357","229.5","229.5","GIVE3_EX"
"0.0","0.0321","0.328","4","8","NORM2U3"
"0.0","0.288","0.288","544.281","0","ZERO3"
"0.0","0.108","0.108","643.863","0","RANDLC"
"0.0","0.103","0.103","512","0","VRANLC"
"0.0","0.0535","0.0535","278.781","0","BUBBLE"
"0.0","0.0376","0.0383","1","2","GET_ACTIVE_NPROCS"
"0.0","0.018","0.0342","6","97.8633","POWER"
"0.0","0.0238","0.0238","2","0","TIMER_START"
"0.0","0.0229","0.0229","1","0","ALLOC_SPACE"
"0.0","0.0122","0.0122","1","0","MPI_Reduce()"
"0.0","0.0118","0.0118","2","0","SETUP"
"0.0","0.00286","0.00286","17","0","TIMER_CLEAR"
"0.0","0.000926","0.000926","2","0","TIMER_STOP"
"0.0","0.000854","0.000854","0.00195312","0","CHECK_TIMER_FLAG"
"0.0","0.00042","0.00042","1","0","MPI_Comm_size()"
"0.0","0.000307","0.000307","0.00195312","0","PRINT_RESULTS"
"0.0","0.000227","0.000227","1","0","MPI_Comm_rank()"
"0.0","0.00018","0.00018","1.00195","0","TIMER_READ"
