"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00981","976","1","1",".TAU_application"
"100.0","0.168","976","1","90.1875","MG_MPI"
"64.9","633","633","1","0","MPI_Finalize()"
"33.7","329","329","1","0","MPI_Init()"
"1.0","0.161","9","21","441","MG3P"
"0.9","0.797","9","298","5007","COMM3"
"0.5","0.742","4","1662","1662","TAKE3"
"0.5","4","4","1683","0","MPI_Wait()"
"0.4","0.405","4","107","107","RESID"
"0.3","0.235","3","105","105","PSINV"
"0.2","0.106","2","84","84","RPRJ3"
"0.2","0.734","2","1662","1662","GIVE3"
"0.1","0.897","1","1683","1683","READY"
"0.1","1","1","1683","0","MPI_Send()"
"0.1","0.172","1","2","869.125","ZRAN3"
"0.1","0.866","0.866","7","0","MPI_Bcast()"
"0.1","0.148","0.812","84","84","INTERP"
"0.1","0.739","0.739","88","0","MPI_Allreduce()"
"0.1","0.0322","0.664","84","63","COMM3_EX"
"0.1","0.00831","0.595","21","21","TAKE3_EX"
"0.1","0.559","0.559","1683","0","MPI_Irecv()"
"0.1","0.534","0.534","6","0","MPI_Barrier()"
"0.0","0.017","0.127","4","8","NORM2U3"
"0.0","0.0845","0.0845","109","0","ZERO3"
"0.0","0.0533","0.0533","341.125","0","RANDLC"
"0.0","0.0504","0.0504","256","0","VRANLC"
"0.0","0.0457","0.0457","245.125","0","BUBBLE"
"0.0","0.0332","0.0332","0.0625","0","CHECK_TIMER_FLAG"
"0.0","0.0274","0.0279","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0114","0.0218","6","67.125","POWER"
"0.0","0.0101","0.0207","21","21","GIVE3_EX"
"0.0","0.0202","0.0202","1","0","ALLOC_SPACE"
"0.0","0.0118","0.0118","0.0625","0","PRINT_RESULTS"
"0.0","0.0113","0.0113","1","0","MPI_Reduce()"
"0.0","0.00912","0.00912","2","0","TIMER_START"
"0.0","0.00575","0.00575","2","0","SETUP"
"0.0","0.00369","0.00369","17","0","TIMER_CLEAR"
"0.0","0.00112","0.00112","2","0","TIMER_STOP"
"0.0","0.000375","0.000375","1","0","MPI_Comm_size()"
"0.0","0.000188","0.000188","1","0","MPI_Comm_rank()"
"0.0","6.25E-05","6.25E-05","1.0625","0","TIMER_READ"
