"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.008","962","1","1",".TAU_application"
"100.0","0.156","962","1","90.1875","MG_MPI"
"66.3","638","638","1","0","MPI_Finalize()"
"32.9","316","316","1","0","MPI_Init()"
"0.5","0.0856","4","21","336","MG3P"
"0.5","0.463","4","235","3873","COMM3"
"0.2","0.0701","1","86","86","RESID"
"0.2","0.4","1","1284","1284","TAKE3"
"0.2","1","1","1305","0","MPI_Wait()"
"0.2","0.4","1","1284","1284","GIVE3"
"0.1","0.0488","1","84","84","PSINV"
"0.1","1","1","1305","0","MPI_Send()"
"0.1","0.0267","1","63","63","RPRJ3"
"0.1","0.0788","0.954","2","407","ZRAN3"
"0.1","0.433","0.76","1305","1305","READY"
"0.1","0.737","0.737","7","0","MPI_Bcast()"
"0.1","0.682","0.682","88","0","MPI_Allreduce()"
"0.1","0.0594","0.483","63","63","INTERP"
"0.0","0.0222","0.424","63","63","COMM3_EX"
"0.0","0.00694","0.375","21","21","TAKE3_EX"
"0.0","0.36","0.36","6","0","MPI_Barrier()"
"0.0","0.327","0.327","1305","0","MPI_Irecv()"
"0.0","0.00525","0.0898","4","8","NORM2U3"
"0.0","0.0268","0.0275","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0272","0.0272","0.0625","0","CHECK_TIMER_FLAG"
"0.0","0.027","0.027","175","0","BUBBLE"
"0.0","0.0241","0.0241","88","0","ZERO3"
"0.0","0.017","0.017","1","0","MPI_Reduce()"
"0.0","0.00937","0.0168","6","56","POWER"
"0.0","0.0164","0.0164","130","0","RANDLC"
"0.0","0.0151","0.0151","1","0","ALLOC_SPACE"
"0.0","0.0075","0.0144","21","21","GIVE3_EX"
"0.0","0.00944","0.00944","0.0625","0","PRINT_RESULTS"
"0.0","0.00863","0.00863","64","0","VRANLC"
"0.0","0.00756","0.00756","2","0","TIMER_START"
"0.0","0.00487","0.00487","2","0","SETUP"
"0.0","0.00225","0.00225","17","0","TIMER_CLEAR"
"0.0","0.00112","0.00112","2","0","TIMER_STOP"
"0.0","0.000375","0.000375","1","0","MPI_Comm_size()"
"0.0","0.000313","0.000313","1","0","MPI_Comm_rank()"
"0.0","0.000125","0.000125","1.0625","0","TIMER_READ"
