"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00688","947","1","1",".TAU_application"
"100.0","0.122","947","1","80.0938","MG_MPI"
"64.4","610","610","1","0","MPI_Finalize()"
"35.0","332","332","1","0","MPI_Init()"
"0.2","0.0357","2","16","96","MG3P"
"0.2","0.197","2","84","1104","COMM3"
"0.2","1","1","392","0","MPI_Wait()"
"0.1","0.0492","1","2","110","ZRAN3"
"0.1","0.0262","1","34","34","RESID"
"0.1","0.149","1","360","360","TAKE3"
"0.1","0.955","0.955","88","0","MPI_Allreduce()"
"0.1","0.0164","0.761","16","16","INTERP"
"0.1","0.0257","0.745","16","96","COMM3_EX"
"0.1","0.741","0.741","7","0","MPI_Bcast()"
"0.1","0.0128","0.657","32","32","TAKE3_EX"
"0.1","0.0116","0.615","32","32","PSINV"
"0.1","0.152","0.506","360","360","GIVE3"
"0.1","0.502","0.502","6","0","MPI_Barrier()"
"0.0","0.378","0.378","392","0","MPI_Send()"
"0.0","0.161","0.294","392","392","READY"
"0.0","0.00366","0.164","4","8","NORM2U3"
"0.0","0.134","0.134","392","0","MPI_Irecv()"
"0.0","0.00594","0.112","16","16","RPRJ3"
"0.0","0.0135","0.0378","32","32","GIVE3_EX"
"0.0","0.0287","0.0329","1","2","GET_ACTIVE_NPROCS"
"0.0","0.00762","0.0137","6","35","POWER"
"0.0","0.0137","0.0137","0.03125","0","CHECK_TIMER_FLAG"
"0.0","0.0105","0.0105","44","0","ZERO3"
"0.0","0.00906","0.00906","2","0","TIMER_START"
"0.0","0.00831","0.00831","1","0","MPI_Reduce()"
"0.0","0.00756","0.00756","1","0","ALLOC_SPACE"
"0.0","0.00716","0.00716","41","0","RANDLC"
"0.0","0.00597","0.00597","2","0","SETUP"
"0.0","0.00431","0.00431","0.03125","0","PRINT_RESULTS"
"0.0","0.00394","0.00394","1","0","MPI_Comm_size()"
"0.0","0.00303","0.00303","17","0","TIMER_CLEAR"
"0.0","0.00181","0.00181","8","0","BUBBLE"
"0.0","0.000844","0.000844","2","0","TIMER_STOP"
"0.0","0.000344","0.000344","1","0","MPI_Comm_rank()"
"0.0","0.00025","0.00025","2","0","VRANLC"
"0.0","0.000156","0.000156","1.03125","0","TIMER_READ"
