"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00688","952","1","1",".TAU_application"
"100.0","0.157","952","1","60.375","MG_MPI"
"65.9","627","627","1","0","MPI_Finalize()"
"33.8","321","321","1","0","MPI_Init()"
"0.2","0.153","1","70","1260","COMM3"
"0.1","0.0338","1","6","96","MG3P"
"0.1","0.65","0.65","7","0","MPI_Bcast()"
"0.1","0.094","0.638","2","570.25","ZRAN3"
"0.1","0.0418","0.634","26","26","RESID"
"0.1","0.142","0.555","420","420","TAKE3"
"0.1","0.135","0.553","420","420","GIVE3"
"0.0","0.0215","0.465","24","24","PSINV"
"0.0","0.418","0.418","420","0","MPI_Send()"
"0.0","0.412","0.412","420","0","MPI_Wait()"
"0.0","0.0106","0.408","18","18","RPRJ3"
"0.0","0.404","0.404","88","0","MPI_Allreduce()"
"0.0","0.316","0.316","6","0","MPI_Barrier()"
"0.0","0.151","0.255","420","420","READY"
"0.0","0.104","0.104","420","0","MPI_Irecv()"
"0.0","0.006","0.0574","4","8","NORM2U3"
"0.0","0.0546","0.0546","0.125","0","CHECK_TIMER_FLAG"
"0.0","0.0299","0.0324","18","18","INTERP"
"0.0","0.0315","0.0319","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0307","0.0307","202.25","0","BUBBLE"
"0.0","0.025","0.025","198","0","RANDLC"
"0.0","0.0246","0.0246","0.125","0","PRINT_RESULTS"
"0.0","0.0177","0.0177","22","0","ZERO3"
"0.0","0.016","0.016","128","0","VRANLC"
"0.0","0.0149","0.0149","1","0","ALLOC_SPACE"
"0.0","0.00775","0.0139","6","52","POWER"
"0.0","0.00912","0.00912","2","0","TIMER_START"
"0.0","0.00713","0.00713","1","0","MPI_Reduce()"
"0.0","0.006","0.006","2","0","SETUP"
"0.0","0.0025","0.0025","18","0","COMM3_EX"
"0.0","0.00237","0.00237","17","0","TIMER_CLEAR"
"0.0","0.001","0.001","2","0","TIMER_STOP"
"0.0","0.00025","0.00025","1","0","MPI_Comm_size()"
"0.0","0.000125","0.000125","1","0","MPI_Comm_rank()"
"0.0","0","0","1.125","0","TIMER_READ"
