"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.006","28,864","1","1",".TAU_application"
"100.0","0.103","28,864","1","33.5","int_main(int_char_**)"
"57.1","7,115","16,478","1","6.71089E+07","void_create_seq(double_double)"
"34.2","9,857","9,857","1","0","MPI_Finalize()"
"32.4","9,363","9,363","6.71089E+07","0","double_randlc(double_*_double_*)"
"7.1","1,742","2,050","11","33","void_rank(int)"
"1.2","347","347","1","0","MPI_Init()"
"1.0","285","285","11","0","MPI_Alltoallv()"
"0.4","127","128","1","2.25","void_full_verify(void)"
"0.1","22","22","11","0","MPI_Allreduce()"
"0.0","1","1","1","0","void_alloc_space(void)"
"0.0","0.807","0.807","0.75","0","MPI_Wait()"
"0.0","0.285","0.285","1","0","MPI_Comm_dup()"
"0.0","0.282","0.282","1","0","MPI_Bcast()"
"0.0","0.166","0.166","11","0","MPI_Alltoall()"
"0.0","0.0643","0.0643","0.25","0","int_check_timer_flag(void)"
"0.0","0.03","0.03","2","0","MPI_Reduce()"
"0.0","0.0198","0.0198","0.25","0","void_c_print_results(char_*_char_int_int_int_int_int_int_double_double_char_*_int_char_*_char_*_char_*_char_*_char_*_char_*_char_*_char_*)"
"0.0","0.00675","0.0138","1","27.5","double_find_my_seed(int_int_long_double_double)"
"0.0","0.00575","0.00575","0.75","0","MPI_Send()"
"0.0","0.0045","0.0045","1","0","void_timer_start(int)"
"0.0","0.004","0.004","1","0","MPI_Comm_rank()"
"0.0","0.004","0.004","0.75","0","MPI_Irecv()"
"0.0","0.0025","0.0025","1","0","MPI_Comm_size()"
"0.0","0.0015","0.0015","7","0","void_timer_clear(int)"
"0.0","0.001","0.001","1","0","void_timer_stop(int)"
"0.0","0","0","1","0","double_timer_read(int)"
