"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00781","946","1","1",".TAU_application"
"100.0","0.0661","946","1","33.0625","int_main(int_char_**)"
"62.5","592","592","1","0","MPI_Finalize()"
"35.1","332","332","1","0","MPI_Init()"
"1.1","4","10","1","32768","void_create_seq(double_double)"
"1.1","0.492","10","11","33","void_rank(int)"
"0.6","5","5","32788.6","0","double_randlc(double_*_double_*)"
"0.6","5","5","11","0","MPI_Allreduce()"
"0.4","3","3","11","0","MPI_Alltoallv()"
"0.1","0.891","0.891","1","0","MPI_Comm_dup()"
"0.1","0.646","0.646","11","0","MPI_Alltoall()"
"0.0","0.352","0.352","1","0","MPI_Bcast()"
"0.0","0.061","0.0744","1","2.90625","void_full_verify(void)"
"0.0","0.0204","0.0204","2","0","MPI_Reduce()"
"0.0","0.0128","0.0128","1","0","void_alloc_space(void)"
"0.0","0.00869","0.00869","0.96875","0","MPI_Wait()"
"0.0","0.00403","0.00803","1","20.5625","double_find_my_seed(int_int_long_double_double)"
"0.0","0.00734","0.00734","0.03125","0","int_check_timer_flag(void)"
"0.0","0.00472","0.00472","1","0","void_timer_start(int)"
"0.0","0.00353","0.00353","1","0","MPI_Comm_rank()"
"0.0","0.00278","0.00278","1","0","MPI_Comm_size()"
"0.0","0.00263","0.00263","0.96875","0","MPI_Send()"
"0.0","0.00225","0.00225","0.03125","0","void_c_print_results(char_*_char_int_int_int_int_int_int_double_double_char_*_int_char_*_char_*_char_*_char_*_char_*_char_*_char_*_char_*)"
"0.0","0.00206","0.00206","0.96875","0","MPI_Irecv()"
"0.0","0.00169","0.00169","7","0","void_timer_clear(int)"
"0.0","0.000656","0.000656","1","0","void_timer_stop(int)"
"0.0","0.00025","0.00025","1","0","double_timer_read(int)"
