"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00734","899","1","1",".TAU_application"
"100.0","0.0598","899","1","33.0312","int_main(int_char_**)"
"49.9","448","448","1","0","MPI_Init()"
"45.5","409","409","1","0","MPI_Finalize()"
"2.4","9","21","1","65536","void_create_seq(double_double)"
"2.1","1","18","11","33","void_rank(int)"
"1.3","11","11","65559","0","double_randlc(double_*_double_*)"
"1.2","10","10","11","0","MPI_Allreduce()"
"0.7","6","6","11","0","MPI_Alltoallv()"
"0.1","0.936","0.936","1","0","MPI_Comm_dup()"
"0.1","0.832","0.832","11","0","MPI_Alltoall()"
"0.0","0.346","0.346","1","0","MPI_Bcast()"
"0.0","0.0664","0.0788","1","2.95312","void_full_verify(void)"
"0.0","0.0236","0.0236","2","0","MPI_Reduce()"
"0.0","0.0138","0.0138","1","0","void_alloc_space(void)"
"0.0","0.00469","0.00919","1","23.0312","double_find_my_seed(int_int_long_double_double)"
"0.0","0.00905","0.00905","0.984375","0","MPI_Wait()"
"0.0","0.00334","0.00334","0.015625","0","int_check_timer_flag(void)"
"0.0","0.00292","0.00292","1","0","MPI_Comm_rank()"
"0.0","0.00273","0.00273","1","0","void_timer_start(int)"
"0.0","0.00267","0.00267","1","0","MPI_Comm_size()"
"0.0","0.00181","0.00181","0.984375","0","MPI_Send()"
"0.0","0.00155","0.00155","0.984375","0","MPI_Irecv()"
"0.0","0.00127","0.00127","7","0","void_timer_clear(int)"
"0.0","0.00108","0.00108","0.015625","0","void_c_print_results(char_*_char_int_int_int_int_int_int_double_double_char_*_int_char_*_char_*_char_*_char_*_char_*_char_*_char_*_char_*)"
"0.0","0.000422","0.000422","1","0","void_timer_stop(int)"
"0.0","0.000172","0.000172","1","0","double_timer_read(int)"
