"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00788","2,803","1","1",".TAU_application"
"100.0","398","2,803","1","2213.12","EMBAR"
"53.4","1,496","1,496","1","0","MPI_Init()"
"28.3","793","793","1","0","MPI_Finalize()"
"3.1","87","87","4","0","MPI_Allreduce()"
"0.9","25","25","130","0","VRANLC"
"0.0","0.918","0.918","1","0","MPI_Bcast()"
"0.0","0.444","0.444","1","0","MPI_Barrier()"
"0.0","0.304","0.304","2066.06","0","RANDLC"
"0.0","0.0147","0.0147","0.03125","0","CHECK_TIMER_FLAG"
"0.0","0.0112","0.0112","1","0","TIMER_START"
"0.0","0.00622","0.00622","0.03125","0","PRINT_RESULTS"
"0.0","0.00337","0.00337","1","0","MPI_Comm_rank()"
"0.0","0.000875","0.000875","4","0","TIMER_CLEAR"
"0.0","0.000687","0.000687","1","0","TIMER_STOP"
"0.0","0.000281","0.000281","1","0","TIMER_READ"
"0.0","0.000219","0.000219","1","0","MPI_Comm_size()"
