"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00662","1,188","1","1",".TAU_application"
"100.0","53","1,188","1","237.125","EMBAR"
"65.9","783","783","1","0","MPI_Finalize()"
"28.4","337","337","1","0","MPI_Init()"
"0.8","9","9","4","0","MPI_Allreduce()"
"0.3","3","3","18","0","VRANLC"
"0.1","0.964","0.964","1","0","MPI_Bcast()"
"0.0","0.47","0.47","1","0","MPI_Barrier()"
"0.0","0.0328","0.0328","202.062","0","RANDLC"
"0.0","0.0157","0.0157","0.03125","0","CHECK_TIMER_FLAG"
"0.0","0.00956","0.00956","1","0","TIMER_START"
"0.0","0.00444","0.00444","0.03125","0","PRINT_RESULTS"
"0.0","0.00319","0.00319","1","0","MPI_Comm_rank()"
"0.0","0.000656","0.000656","4","0","TIMER_CLEAR"
"0.0","0.000594","0.000594","1","0","TIMER_STOP"
"0.0","0.000281","0.000281","1","0","TIMER_READ"
"0.0","0.000219","0.000219","1","0","MPI_Comm_size()"
