"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.0075","6,625","1","1",".TAU_application"
"100.0","205","6,625","1","742","EMBAR"
"86.1","5,704","5,704","1","0","MPI_Finalize()"
"10.3","684","684","1","0","MPI_Init()"
"0.2","14","14","4","0","MPI_Allreduce()"
"0.2","12","12","66","0","VRANLC"
"0.0","2","2","1","0","MPI_Bcast()"
"0.0","0.171","0.171","1","0","MPI_Barrier()"
"0.0","0.106","0.106","658.5","0","RANDLC"
"0.0","0.105","0.105","0.25","0","CHECK_TIMER_FLAG"
"0.0","0.0372","0.0372","0.25","0","PRINT_RESULTS"
"0.0","0.011","0.011","1","0","TIMER_START"
"0.0","0.00425","0.00425","1","0","MPI_Comm_rank()"
"0.0","0.001","0.001","1","0","TIMER_STOP"
"0.0","0.00075","0.00075","4","0","TIMER_CLEAR"
"0.0","0.0005","0.0005","1","0","MPI_Comm_size()"
"0.0","0","0","1","0","TIMER_READ"
