"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.006","12,020","1","1",".TAU_application"
"100.0","6,142","12,020","1","34855","EMBAR"
"43.0","5,173","5,173","1","0","MPI_Finalize()"
"3.1","372","372","2050","0","VRANLC"
"2.7","323","323","1","0","MPI_Init()"
"0.0","4","4","32787","0","RANDLC"
"0.0","3","3","4","0","MPI_Allreduce()"
"0.0","0.311","0.311","1","0","MPI_Bcast()"
"0.0","0.209","0.209","0.5","0","CHECK_TIMER_FLAG"
"0.0","0.068","0.068","0.5","0","PRINT_RESULTS"
"0.0","0.015","0.015","1","0","MPI_Barrier()"
"0.0","0.005","0.005","1","0","TIMER_START"
"0.0","0.0035","0.0035","1","0","MPI_Comm_rank()"
"0.0","0.001","0.001","1","0","TIMER_STOP"
"0.0","0.0005","0.0005","4","0","TIMER_CLEAR"
"0.0","0.0005","0.0005","1","0","TIMER_READ"
"0.0","0","0","1","0","MPI_Comm_size()"
