"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.0075","6,557","1","1",".TAU_application"
"100.0","383","6,557","1","1638","EMBAR"
"88.6","5,807","5,807","1","0","MPI_Finalize()"
"5.2","342","342","1","0","MPI_Init()"
"0.4","23","23","130","0","VRANLC"
"0.0","0.5","0.5","1","0","MPI_Bcast()"
"0.0","0.205","0.205","1490.5","0","RANDLC"
"0.0","0.199","0.199","4","0","MPI_Allreduce()"
"0.0","0.11","0.11","0.25","0","CHECK_TIMER_FLAG"
"0.0","0.035","0.035","1","0","MPI_Barrier()"
"0.0","0.0345","0.0345","0.25","0","PRINT_RESULTS"
"0.0","0.00475","0.00475","1","0","TIMER_START"
"0.0","0.003","0.003","1","0","MPI_Comm_rank()"
"0.0","0.001","0.001","4","0","TIMER_CLEAR"
"0.0","0.00075","0.00075","1","0","TIMER_STOP"
"0.0","0.0005","0.0005","1","0","TIMER_READ"
"0.0","0.00025","0.00025","1","0","MPI_Comm_size()"
