"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.006","1:51:41.476","1","1",".TAU_application"
"100.0","1:44:27.271","1:51:41.476","1","8.59833E+07","EMBAR"
"5.7","6:22.489","6:22.489","2.09715E+06","0","VRANLC"
"0.6","40,046","40,046","4","0","MPI_Allreduce()"
"0.2","10,586","10,586","8.38861E+07","0","RANDLC"
"0.0","577","577","1","0","MPI_Init()"
"0.0","503","503","1","0","MPI_Finalize()"
"0.0","0.892","0.892","1","0","MPI_Bcast()"
"0.0","0.563","0.563","1","0","MPI_Barrier()"
"0.0","0.04","0.04","1","0","TIMER_START"
"0.0","0.00418","0.00418","0.0078125","0","CHECK_TIMER_FLAG"
"0.0","0.00322","0.00322","1","0","MPI_Comm_rank()"
"0.0","0.00132","0.00132","0.0078125","0","PRINT_RESULTS"
"0.0","0.00082","0.00082","4","0","TIMER_CLEAR"
"0.0","0.000727","0.000727","1","0","TIMER_STOP"
"0.0","0.000203","0.000203","1","0","MPI_Comm_size()"
"0.0","0.000117","0.000117","1","0","TIMER_READ"
