"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.006","32,072","1","1",".TAU_application"
"100.0","24,479","32,072","1","163879","EMBAR"
"16.9","5,407","5,407","1","0","MPI_Finalize()"
"5.2","1,658","1,658","8194","0","VRANLC"
"1.0","324","324","1","0","MPI_Init()"
"0.6","182","182","4","0","MPI_Allreduce()"
"0.1","19","19","155667","0","RANDLC"
"0.0","0.352","0.352","1","0","MPI_Bcast()"
"0.0","0.222","0.222","0.5","0","CHECK_TIMER_FLAG"
"0.0","0.071","0.071","0.5","0","PRINT_RESULTS"
"0.0","0.015","0.015","1","0","MPI_Barrier()"
"0.0","0.0045","0.0045","1","0","TIMER_START"
"0.0","0.0035","0.0035","1","0","MPI_Comm_rank()"
"0.0","0.001","0.001","1","0","TIMER_READ"
"0.0","0.001","0.001","1","0","TIMER_STOP"
"0.0","0.0005","0.0005","4","0","TIMER_CLEAR"
"0.0","0","0","1","0","MPI_Comm_size()"
