"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00613","14,554","1","1",".TAU_application"
"100.0","12,371","14,554","1","94245.2","EMBAR"
"5.5","804","804","4098","0","VRANLC"
"5.0","722","722","1","0","MPI_Finalize()"
"2.2","322","322","4","0","MPI_Allreduce()"
"2.2","319","319","1","0","MPI_Init()"
"0.1","11","11","90130.1","0","RANDLC"
"0.0","0.87","0.87","1","0","MPI_Bcast()"
"0.0","0.376","0.376","1","0","MPI_Barrier()"
"0.0","0.0341","0.0341","0.0625","0","CHECK_TIMER_FLAG"
"0.0","0.0149","0.0149","0.0625","0","PRINT_RESULTS"
"0.0","0.00625","0.00625","1","0","TIMER_START"
"0.0","0.003","0.003","1","0","MPI_Comm_rank()"
"0.0","0.000937","0.000937","1","0","TIMER_STOP"
"0.0","0.00075","0.00075","4","0","TIMER_CLEAR"
"0.0","0.000313","0.000313","1","0","MPI_Comm_size()"
"0.0","0.000188","0.000188","1","0","TIMER_READ"
