"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.0059","1:49.332","1","1",".TAU_application"
"100.0","1:37.962","1:49.332","1","1.14692E+06","EMBAR"
"5.5","6,053","6,053","32770","0","VRANLC"
"3.7","4,065","4,065","4","0","MPI_Allreduce()"
"0.5","586","586","1","0","MPI_Init()"
"0.5","514","514","1","0","MPI_Finalize()"
"0.1","141","141","1.11413E+06","0","RANDLC"
"0.0","8","8","1","0","MPI_Barrier()"
"0.0","1","1","1","0","MPI_Bcast()"
"0.0","0.0281","0.0281","1","0","TIMER_START"
"0.0","0.00336","0.00336","1","0","MPI_Comm_rank()"
"0.0","0.000961","0.000961","0.00195312","0","CHECK_TIMER_FLAG"
"0.0","0.000807","0.000807","4","0","TIMER_CLEAR"
"0.0","0.000674","0.000674","1","0","TIMER_STOP"
"0.0","0.000346","0.000346","0.00195312","0","PRINT_RESULTS"
"0.0","0.000246","0.000246","1","0","MPI_Comm_size()"
"0.0","0.000176","0.000176","1","0","TIMER_READ"
