"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00344","5,221","1","1",".TAU_application"
"100.0","2,153","5,221","1","716.003","int_main(int_char_**)"
"16.2","847","847","63","0","MPI_Allreduce()"
"14.4","440","749","64","2.09715E+06","void_CalcKinematicsForElems(Domain"
"10.7","561","561","1","0","MPI_Init()"
"8.9","462","462","1","0","MPI_Finalize()"
"6.0","315","315","2.12992E+06","0","Real_t_CalcElemVolume(const"
"5.5","24","286","193","2557.86","void_CommSend(Domain"
"4.7","246","246","193","0","MPI_Waitall()"
"2.1","108","108","2171.86","0","MPI_Wait()"
"1.4","14","75","64","671.907","void_CommSyncPosVel(Domain"
"0.8","5","40","64","393.143","void_CommMonoQ(Domain"
"0.4","13","21","1","32774","void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t)"
"0.3","4","16","65","1299.81","void_CommSBN(Domain"
"0.3","15","15","2171.86","0","MPI_Isend()"
"0.1","3","3","1","0","MPI_Barrier()"
"0.0","0.602","2","193","2364.86","void_CommRecv(Domain"
"0.0","1","1","2171.86","0","MPI_Irecv()"
"0.0","0.886","0.886","1","0","MPI_Reduce()"
"0.0","0.553","0.553","1","0","void_Domain::BuildMesh(Int_t_Int_t_Int_t)"
"0.0","0.444","0.446","1","1","void_Domain::CreateRegionIndexSets(Int_t_Int_t)"
"0.0","0.417","0.417","1","0","void_Domain::SetupCommBuffers(Int_t)"
"0.0","0.288","0.288","581","0","MPI_Comm_rank()"
"0.0","0.255","0.255","1","0","void_Domain::SetupElementConnectivities(Int_t)"
"0.0","0.12","0.12","1","0","void_Domain::~Domain()"
"0.0","0.0557","0.0557","1","0","void_Domain::SetupBoundaryConditions(Int_t)"
"0.0","0.0118","0.0118","1","0","void_InitMeshDecomp(Int_t_Int_t_Int_t"
"0.0","0.00152","0.00337","1","2","void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts"
"0.0","0.00274","0.00274","1","0","void_Domain::SetupSymmetryPlanes(Int_t)"
"0.0","0.00185","0.00185","2","0","StrToInt"
"0.0","0.000464","0.000464","1","0","MPI_Comm_size()"
"0.0","0.000251","0.000251","0.00291545","0","void_VerifyAndWriteFinalOutput(Real_t_Domain"
