"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00337","1,486","1","1",".TAU_application"
"100.0","229","1,486","1","188.002","int_main(int_char_**)"
"36.1","536","536","1","0","MPI_Init()"
"27.4","407","407","1","0","MPI_Finalize()"
"9.0","133","133","15","0","MPI_Allreduce()"
"5.5","48","82","16","221184","void_CalcKinematicsForElems(Domain"
"3.7","2","54","49","676.922","void_CommSend(Domain"
"3.1","46","46","49","0","MPI_Waitall()"
"2.4","36","36","235008","0","Real_t_CalcElemVolume(const"
"1.9","27","27","578.922","0","MPI_Wait()"
"1.0","0.714","15","16","100","void_CommMonoQ(Domain"
"0.7","1","10","16","174.375","void_CommSyncPosVel(Domain"
"0.6","5","8","1","13830","void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t)"
"0.4","6","6","578.922","0","MPI_Isend()"
"0.3","0.651","4","17","353.547","void_CommSBN(Domain"
"0.1","1","1","1","0","MPI_Reduce()"
"0.0","0.735","0.735","1","0","MPI_Barrier()"
"0.0","0.139","0.578","49","627.922","void_CommRecv(Domain"
"0.0","0.425","0.425","578.922","0","MPI_Irecv()"
"0.0","0.252","0.252","1","0","void_Domain::SetupCommBuffers(Int_t)"
"0.0","0.192","0.193","1","1","void_Domain::CreateRegionIndexSets(Int_t_Int_t)"
"0.0","0.19","0.19","1","0","void_Domain::BuildMesh(Int_t_Int_t_Int_t)"
"0.0","0.107","0.107","1","0","void_Domain::SetupElementConnectivities(Int_t)"
"0.0","0.0584","0.0584","1","0","void_Domain::~Domain()"
"0.0","0.0472","0.0472","149","0","MPI_Comm_rank()"
"0.0","0.0223","0.0223","1","0","void_Domain::SetupBoundaryConditions(Int_t)"
"0.0","0.0118","0.0118","1","0","void_InitMeshDecomp(Int_t_Int_t_Int_t"
"0.0","0.0016","0.00345","1","2","void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts"
"0.0","0.00185","0.00185","2","0","StrToInt"
"0.0","0.00168","0.00168","1","0","void_Domain::SetupSymmetryPlanes(Int_t)"
"0.0","0.000498","0.000498","1","0","MPI_Comm_size()"
"0.0","0.000168","0.000168","0.00195312","0","void_VerifyAndWriteFinalOutput(Real_t_Domain"
